ID,target
000137c73,1629733.5664154466
00021489f,1698605.3894658575
0004d7953,2036885.990294799
00056a333,7595211.3827034375
00056d8eb,2801502.2651048927
0005fc190,1721786.1938651477
000787e86,1846107.0754718871
0008510a0,2694445.3961273856
000895faf,2005251.919510301
000986fba,3211559.2412539297
0009efcc5,1386983.239876396
000dd8f00,2184686.7589396206
000e1cdc2,773468.6852791145
00103739c,1737768.0208007202
00134b367,1465855.0500615411
001788d0d,1020502.4024301148
0019c8ad7,2232663.284479208
001a267b9,475068.32726739824
001a85486,2107361.6225454346
001c4de06,2528733.3787038387
001f9014b,2086636.8233385992
00216fb94,1894540.4863956927
00235690e,1983584.223878211
00240739d,2735489.366078208
0024c3747,1604377.3683893417
00297052d,1696556.9161454607
002ab8f85,1861161.465648557
002bed5c0,2018775.4719885339
002bf3974,6750148.930908947
002d23a26,1731172.7504043519
002f27de9,1952167.756226047
0030d8bb4,2819801.7585061677
003146acd,2553682.48749868
003223263,1033023.5259123051
00335575e,3851848.8085880643
00337cf9d,2780865.5113485735
003394397,1846299.2569564844
0036358a3,1894652.0395881345
003770d30,1587909.5445466377
003bed5ea,2580950.284717124
003ea6427,3554154.927134109
003ef8132,2253634.8778598653
003fd1723,2619769.902430789
0041861b4,721441.5080714484
0042b718b,1453961.2210318209
004381d8f,4463882.323637988
0043ca764,1875500.957539583
004486837,1621444.7110809933
0045c123e,1550291.4897534954
0048915c6,2252565.4284224263
004ab9a09,2562863.3024404743
004b2e1c9,4291018.947388647
004c54732,702170.3461133502
004cdefce,1984144.2309030395
004dd971b,4189257.5927921566
004f9329b,2801866.279024179
004fd2bca,1451198.075257384
0054bfedb,1330488.861828775
0054ec58a,262007.55981555337
00551f45d,20358279.300626628
005777b4c,1386684.0912187167
00578d6ea,1697774.2492361434
005802488,1399441.6248014292
0059833b6,1873191.5678123345
005a70085,1711248.0399622102
005b148a0,2184686.7589396206
005c28df4,2855260.691869318
005f8dc26,1921404.2999500146
00603c202,7409664.953543531
006049609,1623892.309287099
00612f47e,1682891.1251219707
00647a57f,1914353.992798295
0065853ee,2184686.7589396206
006589d5e,1372691.2234695156
006598823,3153118.459855944
0065c093c,3210503.435911562
006738351,1405582.8685889544
006a0c6a8,1859861.5525939253
006e9efe6,1650395.835702251
006f029d3,2163723.910115487
0070f35a2,1970402.891497511
007135f85,2562078.5587636097
007285433,6450123.59919998
00735e101,1626135.4578174904
0074ecf4e,1925284.128894538
007635fa9,2103951.1952224607
007723613,2861364.2441947036
007867da9,2318486.8147473247
0078bfbd6,471480.28892221715
0078ce229,1689556.1627889692
007a89d50,1975063.239796978
007d43dfa,1747846.2097939595
007ee9e05,1879751.1190575212
007ffeae2,1968919.454284077
00835c85c,1847776.8101692735
0084b08f1,1587209.3970787558
0087fb290,1938511.9620274042
0088a96bd,1392613.218601403
008ac4292,3027939.357555145
008d8cca8,2539524.323161877
008e07b8c,1592872.657795621
008e5e25a,2736927.1112169325
0094edcdb,3813387.584897311
00950141c,2261703.520510812
009566ef1,3593239.3971508653
0095c81d4,1701081.5221151775
0097a6ed4,3391648.1324174963
0098fef9a,1448227.3590869838
009b321ec,5184776.702911673
009cd681e,1650716.970031833
009f34f86,2585412.476323471
009f35cd3,2004249.7009928736
009f65109,4152831.4386259625
00a19014a,853636.3092994652
00a27e76a,600612.1428519906
00a3b6ef7,2172803.620558349
00a427603,583077.8445547268
00a6dc8be,1672074.2339412738
00a811734,6170427.820662994
00a8f58a7,2320810.780246065
00aaae151,1963946.9145069253
00ab17f67,1945803.201830503
00ac2d3a5,1542802.6881908104
00adab1b6,2446772.145439686
00aef0d56,1632575.8194504213
00b0b06c4,1658214.353023807
00b0e2303,834467.3351363386
00b1fbbc9,515583.8327039693
00b43e0c1,5279101.721534817
00b7190a8,2807756.151695594
00b722e1b,1900942.322079709
00bba815f,2155865.3070177413
00bbb1c42,2510407.582498694
00bc2b665,2550920.2990452675
